id,author_cn_name,author_en_name,author_org,backups
103022,殷强,,新闻学院,新闻传播学
103023,孙家洲,,国学院,中国语言文学
103024,刘琼,,应用经济学院,应用经济学
103025,刘超,"Chao, Liu;Liu, Chao",商学院,工商管理
103026,戚骥,,财政金融学院,应用经济学
103028,何凡兴,,劳动人事学院,公共管理
103029,穆桂斌,,劳动人事学院,公共管理
103030,刘志安,,财政金融学院,应用经济学
103031,赵诚赞,,公共管理学院,公共管理
103032,申现杰,,经济学院,理论经济学
103033,白鸽,,国际文化交流学院,语言学
103034,郭琳,,环境学院,环境科学与工程
103035,张宁,,新闻学院,新闻传播学
103036,邵亚良,,商学院,工商管理
103037,宗晓兰,,哲学院,哲学
103038,文余源,"Wen, Yuyuan",经济学院,理论经济学
103039,施烈焰,,环境学院,环境科学与工程
103040,张晓萌,"Xiaomeng, Zhang",文学院,中国语言文学
103041,李雨峰,,法学院,法学
103042,左宁,,社会与人口学院,社会学
103043,高强,"Gao, Qiang",信息学院,计算机科学与技术
103044,宋月萍,,公共管理学院,公共管理
103045,游涛,,法学院,法学
103046,徐颖,,法学院,法学
103047,周斯洁,,经济学院,理论经济学
103048,邵彩虹,,经济学院,理论经济学
103049,孙伟,"Sun, Wei",财政金融学院,应用经济学
103050,张宁,,文学院,中国语言文学
103051,周忠厚,,文学院,中国语言文学
103052,黄涛,,国际关系学院,政治学
103053,何光沪,"Guanghu, He;He, Guanghu",哲学院,哲学
103054,蔡宁伟,,劳动人事学院,公共管理
103055,伍聪,,应用经济学院,应用经济学
103056,王安宇,,国学院,中国语言文学
103057,张记欢,,商学院,工商管理
103058,张忠朝,,劳动人事学院,公共管理
103059,余梦婷,,社会与人口学院,社会学
103060,宋歌,,哲学院,哲学
103061,叶裕民,"Ye, Yumin;Yumin, Ye",公共管理学院,公共管理
103062,余金城,,国际关系学院,政治学
103063,任强,,财政金融学院,应用经济学
103064,张诗洋,,文学院,中国语言文学
103065,张永清,"Yongqing, Zhang",文学院,中国语言文学
103066,刘晓光,"Liu, Xiaoguang",国家发展与战略研究院,应用经济学
103067,尉光吉,,哲学院,哲学
103068,岳永逸,,社会与人口学院,社会学
103069,刘斌,,商学院,工商管理
103070,周玉龙,,经济学院,理论经济学
103071,钱毅,,信息资源管理学院,信息资源管理
103072,李涛,"Li, Tao;Li, Tao",物理学系,物理学
103073,杜敏,,社会与人口学院,社会学
103074,刘军,,信息资源管理学院,信息资源管理
103075,孔祥承,,法学院,法学
103076,金勇德,,财政金融学院,应用经济学
103077,谢明,,公共管理学院,公共管理
103078,黄延敏,,马克思主义学院,马克思主义理论
103079,李雪梅,"Li, Xuemei",环境学院,环境科学与工程
103080,李晨婕,,农业与农村发展学院,农林经济管理
103081,于雷,,农业与农村发展学院,农林经济管理
103082,毛寿龙,,公共管理学院,公共管理
103083,刘雯,,商学院,工商管理
103084,马子木,,国学院,中国语言文学
103085,柯水发,"Ke, Shuifa",农业与农村发展学院,农林经济管理
103086,陈华超,,经济学院,理论经济学
103087,徐二明,"Er-Ming, Xu;Xu, Er-Ming",商学院,工商管理
103088,孙震,,环境学院,环境科学与工程
103089,刘伟,,马克思主义学院,马克思主义理论
103090,曲强,,应用经济学院,应用经济学
103091,陈雨露,,应用经济学院,应用经济学
103092,高文,,经济学院,理论经济学
103093,王鲁亚,,新闻学院,新闻传播学
103094,王彩玲,,农业与农村发展学院,农林经济管理
103095,刘蔚,,社会与人口学院,社会学
103096,王维,,新闻学院,新闻传播学
103097,王晓明,,经济学院,理论经济学
103098,王海燕,,马克思主义学院,马克思主义理论
103099,郭庆旺,"Guo, Qingwang",财政金融学院,应用经济学
103100,刘芳,,信息资源管理学院,信息资源管理
103101,龙月娥,,商学院,工商管理
103102,安然,,财政金融学院,应用经济学
103103,翁凯一,,法学院,法学
103104,李佳金,,马克思主义学院,马克思主义理论
103105,张卫国,,文学院,中国语言文学
103106,张家伟,,经济学院,理论经济学
103107,刘海龙,"Liu, Hailong",新闻学院,新闻传播学
103108,刘继忠,,新闻学院,新闻传播学
103109,刘吉斌,,应用经济学院,应用经济学
103110,乔艳阳,,心理学系,心理学
103111,李杰,,商学院,工商管理
103112,朱璐,,哲学院,哲学
103113,李文辉,,经济学院,理论经济学
103114,柳芃,,法学院,法学
103115,包明华,,经济学院,理论经济学
103116,周培煌,,劳动人事学院,公共管理
103117,杨军,,历史学院,中国史
103118,叶林,,法学院,法学
103119,刘磊,,信息资源管理学院,信息资源管理
103120,周详,,教育学院,教育学
103121,张翔宇,,经济学院,理论经济学
103122,李哲,,法学院,法学
103123,欧元捷,,法学院,法学
103124,肖一,,新闻学院,新闻传播学
103125,罗崇佳,,经济学院,理论经济学
103126,张琅,,统计学院,统计学
103127,唐跃进,"Tang, Yuejin",信息资源管理学院,信息资源管理
103128,梁青青,,农业与农村发展学院,农林经济管理
103129,李楠,"Li, Nan",农业与农村发展学院,农林经济管理
103130,张雪,,应用经济学院,应用经济学
103131,卢东斌,,商学院,工商管理
103132,王雨剑,,经济学院,理论经济学
103133,冯晓青,"Feng, Xiaoqing",法学院,法学
103134,沈江平,,哲学院,哲学
103135,乔晓春,,社会与人口学院,社会学
103136,王园园,"Wang, Yuanyuan",环境学院,环境科学与工程
103137,王佳,,法学院,法学
103138,陈雨萌,,马克思主义学院,马克思主义理论
103139,王伟,,统计学院,统计学
103140,廖德明,,哲学院,哲学
103141,田林,,法学院,法学
103142,朱小略,,哲学院,哲学
103143,刘聪慧,,社会与人口学院,社会学
103144,宋博,,国家发展与战略研究院,应用经济学
103145,乔翔,,经济学院,理论经济学
103146,伍小劼,,哲学院,哲学
103147,乔尔,,经济学院,理论经济学
103148,李晶伟,,信息资源管理学院,信息资源管理
103149,李重蓉,,历史学院,中国史
103150,吴宇飞,,法学院,法学
103151,刘强,,经济学院,理论经济学
103152,李世鹏,,历史学院,中国史
103153,刘萍,,网络教育学院,
103154,李声宇,,公共管理学院,公共管理
103155,郜秀菊,,商学院,工商管理
103156,张冠军,,马克思主义学院,马克思主义理论
103157,宋华,"Song, Hua;Song, Hua;Hua, Song;Hua, Song",商学院,工商管理
103158,蔡洁,,法学院,法学
103159,詹湘东,,商学院,工商管理
103160,陈浩,,艺术学院,艺术学理论
103161,何建明,"He, Jianming",哲学院,哲学
103162,何玲玲,,马克思主义学院,马克思主义理论
103163,刘彦文,,马克思主义学院,马克思主义理论
103164,张文烨,,信息学院,计算机科学与技术
103165,沈鸿梅,,法学院,法学
103166,焦清扬,,法学院,法学
103167,方静文,"Fang, Jingwen",社会与人口学院,社会学
103168,年猛,,应用经济学院,应用经济学
103169,武奕成,,法学院,法学
103170,黄克剑,,哲学院,哲学
103171,雷雳,"Lei, Li",心理学系,心理学
103172,安国俊,,财政金融学院,应用经济学
103173,李静,,应用经济学院,应用经济学
103174,陈雪,,农业与农村发展学院,农林经济管理
103175,刘旻玮,,国际关系学院,政治学
103176,朱晓,,社会与人口学院,社会学
103177,张勇杰,,公共管理学院,公共管理
103178,贾洪波,,公共管理学院,公共管理
103179,刘慧,,国际关系学院,政治学
103180,彭斌,"Peng, Bin",商学院,工商管理
103181,杨雪,"Yang, Xue",公共管理学院,公共管理
103182,张厚明,,经济学院,理论经济学
103183,王东阳,,法学院,法学
103184,李敏华,,法学院,法学
103185,孙宗伟,,马克思主义学院,马克思主义理论
103186,张殿元,,新闻学院,新闻传播学
103187,夏添,,应用经济学院,应用经济学
103188,秦敏,,社会与人口学院,社会学
103189,李敏,,法学院,法学
103190,姚啸宇,,文学院,中国语言文学
103191,陈彦斌,"Chen, Yanbin;Yanbin, Chen",经济学院,理论经济学
103192,祝珺,,法学院,法学
103193,梁金刚,,劳动人事学院,公共管理
103195,龚维丽,,财政金融学院,应用经济学
103196,王宝艳,,公共管理学院,公共管理
103197,周静,"Zhou, Jing;Zhou, Jing",统计学院,统计学
103198,汪俊,,数学学院,数学
103199,王娟,,经济学院,理论经济学
103200,李实,,商学院,工商管理
103201,牛维麟,,文学院,中国语言文学
103202,陈鹏,,公共管理学院,公共管理
103203,乔宇,,法学院,法学
103204,徐建文,,马克思主义学院,马克思主义理论
103205,颜廷锐,,公共管理学院,公共管理
103206,严瑞珍,,农业与农村发展学院,农林经济管理
103207,黄晓霞,"Huang, Xiaoxia",信息资源管理学院,信息资源管理
103208,马海燕,,教育学院,教育学
103209,唐丹,"Tang, Dan",社会与人口学院,社会学
103210,李丹,,环境学院,环境科学与工程
103211,韦玮,,公共管理学院,公共管理
103212,汪泽英,,劳动人事学院,公共管理
103213,张丽,,社会与人口学院,社会学
103214,李化成,,文学院,中国语言文学
103215,洪向华,,马克思主义学院,马克思主义理论
103216,洪渊,,经济学院,理论经济学
103217,吴付来,,马克思主义学院,马克思主义理论
103218,栗跃鹏,,信息学院,计算机科学与技术
103219,刘磊,,经济学院,理论经济学
103220,宋薇,,哲学院,哲学
103221,李燕,,新闻学院,新闻传播学
103222,朱文浩,,财政金融学院,应用经济学
103223,许尚豪,,法学院,法学
103224,周达,,公共管理学院,公共管理
103225,王涛,,文学院,中国语言文学
103226,李志强,,文学院,中国语言文学
103227,谢波峰,,应用经济学院,应用经济学
103228,黄娟,,社会与人口学院,社会学
103229,汪诚,,财政金融学院,应用经济学
103230,巢小丽,,公共管理学院,公共管理
103231,秦宝琦,,历史学院,中国史
103232,潘劲平,,社会与人口学院,社会学
103233,李义平,,经济学院,理论经济学
103234,何天平,,新闻学院,新闻传播学
103235,董璐璐,,马克思主义学院,马克思主义理论
103236,周诚,,农业与农村发展学院,农林经济管理
103237,宋志明,"Song, Zhiming",哲学院,哲学
103238,耿文婷,,艺术学院,艺术学理论
103239,陈志远,,财政金融学院,应用经济学
103240,吴茵,,公共管理学院,公共管理
103241,陈磊,,法学院,法学
103242,彭磊,,公共管理学院,公共管理
103243,王秀彬,,社会与人口学院,社会学
103244,黄志勇,"Huang, Zhiyong",信息学院,计算机科学与技术
103245,曹晶晶,,新闻学院,新闻传播学
103246,胡恒松,,经济学院,理论经济学
103247,蓝虹,,应用经济学院,应用经济学
103248,王家庆,,财政金融学院,应用经济学
103249,张美芳,,信息学院,计算机科学与技术
103250,樊钉,,公共管理学院,公共管理
103251,王健,,国际关系学院,政治学
103252,张科举,,经济学院,理论经济学
103253,张薇薇,,新闻学院,新闻传播学
103254,刘士杰,,社会与人口学院,社会学
103255,方明浩,"Fang, Minghao",财政金融学院,应用经济学
103256,邵楠,,新闻学院,新闻传播学
103257,唐晓纯,"Tang, Xiaochun",环境学院,环境科学与工程
103258,杨红艳,"Yang, Hongyan",信息资源管理学院,信息资源管理
103259,曾琦,,信息资源管理学院,信息资源管理
103260,孙国华,,法学院,法学
103261,孙瑜晨,,法学院,法学
103262,刘寅,,公共管理学院,公共管理
103263,刘明才,,艺术学院,艺术学理论
103264,张静,,经济学院,理论经济学
103265,刘禹琛,"Liu, Yuchen",环境学院,环境科学与工程
103266,姬晨阳,,应用经济学院,应用经济学
103267,孙洁,,劳动人事学院,公共管理
103268,李鹏飞,,财政金融学院,应用经济学
103269,钱姝璇,,哲学院,哲学
103270,蒋震,,应用经济学院,应用经济学
103271,郭冰清,,公共管理学院,公共管理
103272,何其聪,,新闻学院,新闻传播学
103273,韩静涛,,财政金融学院,应用经济学
103274,贾俊雪,"Jia, Junxue",财政金融学院,应用经济学
103275,丁凡,,国际关系学院,政治学
103276,李雅菁,,经济学院,理论经济学
103277,陈晓露,,国学院,中国语言文学
103278,郑丽娟,"Zheng, Lijuan",农业与农村发展学院,农林经济管理
103279,周小普,,新闻学院,新闻传播学
103280,徐超,,法学院,法学
103281,李树民,,法学院,法学
103282,曲天词,,社会与人口学院,社会学
103283,韩季红,,信息资源管理学院,信息资源管理
103284,蒋冠,,信息资源管理学院,信息资源管理
